Business Unit ,Country of participant,Course Title,Start Date,End Date,Duration Hours,Training offered,Category,Delivery Method,Product Type,Training Supplier ID,Learning Activity ID
DI SW DM R&D-MOM DIN QT,IT,DM Learning Day - DM Q-Gate handling with Polarion - Introductory session,21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80582363
DI SW DM R&D-MOM DIN QT,IT,DM Learning Day -  Guest Speaker AWS:  Make your development easier with Kubernetes on AWS,21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80583293
DI SW DM R&D-MOM DIN QT,IT,DM Learning Day - Trust – How to Make or Break It! Building Trust and Psychological Safety in the Workplace,21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80585342
DI SW DM R&D-MOM DIN QT,IT,DM Learning Day - Getting more out of Excel,21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80585760
DI SW DM R&D-MOM DIN QT,IT,Getting Started with Power BI,11/3/21,14/11/21,0.005,External,Business Learning,Self-paced learning,ELE - eLearning,AG0100 - Global Learning Campus - Pluralsight,74995117
DI SW DM R&D-MOM DIN QT,IT,Creating Dashboards with Power BI,11/3/21,3/12/21,0.005,External,Business Learning,Self-paced learning,ELE - eLearning,AG0100 - Global Learning Campus - Pluralsight,74995115
DI SW DM R&D-MOM DIN QT,IT,Siemens Driver's License: Introduction,6/12/21,6/12/21,0.42,Internal,Business Learning,Self-paced learning,WBT - Web-based training,SABA10 - SABA Global Learning Campus,79746377
DI SW DM R&D-MOM DIN QT,IT,DM Learning Day - Guest Speaker: Visual Studio 2022 : Level-up your productivity and testing,20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80702810
DI SW DM R&D-MOM DIN QT,IT,DM Learning Day - Modular MOM – Quo vadis?,20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80705878
DI SW DM R&D-MOM DIN QT,IT,"DM Learning Day - A Growth Mindset, Led by: Timo Nentwich, DI SW CFO",20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80706094
DI SW DM R&D-MOM DIN QT,IT,Siemens Driver's License: Test for Admin,3/12/21,31/1/22,1,Internal,Technical and Technology Training,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,80271469
DI SW DM R&D-MOM DIN QT,IT,Siemens Export Control Essentials,10/3/22,10/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81022573
DI SW DM R&D-MOM DIN QT,IT,PSS@MOM General Awareness Training for R&D Team Members - 2022,21/4/22,21/4/22,1,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,CBL100 - My Community Learning/Host,82014069
DI SW DM R&D-MOM DIN QT,IT,Personal Excellence,2/5/22,9/5/22,6,Internal,Business Learning,Blended learning,BLL - Blended learning (less than 50% Instructor-led training),OIT100 - OneLMS Italy,82508604
DI SW DM FND FN ITA DS,IT,Siemens Export Control Essentials,22/3/22,22/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81222236
DI SW DM FND FN ITA DS,IT,Agile Software Development: Creating an Agile Culture,7/4/22,10/4/22,0.072,External,Business Learning,Self-paced learning,ELE - eLearning,LXP105 - My Learning World - LinkedIn Learning,81698039
DI SW DM FND FN ITA DS,IT,Cybersec - It's up to us!,3/5/22,3/5/22,0.5,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,82305498
DI SW DM BEN&IS IS,IT,Employer Branding Survey,10/7/19,3/11/21,0.17,Internal,Product Learning,Self-paced learning,WBT - Web-based training,PLM100 - Siemens PLM Software / Learning Center,79665671
DI SW DM BEN&IS IS,IT,Company Directives 2021,27/9/21,3/11/21,0.5,Internal,Product Learning,Self-paced learning,WBT - Web-based training,PLM100 - Siemens PLM Software / Learning Center,79673328
DI SW DM BEN&IS IS,IT,Antitrust Law,4/11/21,4/11/21,1.5,Internal,Business Learning,Self-paced learning,WBT - Web-based training,SABA10 - SABA Global Learning Campus,79179314
DI SW DM BEN&IS IS,IT,Siemens Export Control Essentials,22/3/22,22/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81223278
DI SW DM MK,IT,DM Learning Day - Own you Career,20/1/22,20/1/22,1.5,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80385268
DI SW DM MK,IT,Unconscious Bias,20/1/22,20/1/22,2,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80388062
DI SW DM MK,IT,DM Learning Day - Modular MOM – Quo vadis?,20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80705909
DI SW DM MK,IT,5 Choices to Extraordinary Productivity,9/3/22,10/3/22,8,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,81718587
DI SW DM MK,IT,Siemens Export Control Essentials,22/3/22,22/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81224666
DI SW DM R&D-MOM DA ALM,IT,Siemens Driver's License: Asset Management for Admin,24/1/22,24/1/22,0.417,Internal,Technical and Technology Training,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,80053477
DI SW DM R&D-MOM DA ALM,IT,Siemens Driver's License: Introduction,24/1/22,24/1/22,0.417,Internal,Technical and Technology Training,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,80106530
DI SW DM R&D-MOM DA ALM,IT,Siemens Driver's License: Access Control,24/1/22,24/1/22,0.417,Internal,Technical and Technology Training,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,80281810
DI SW DM R&D-MOM DA ALM,IT,Siemens Driver's License: Cryptography,26/1/22,26/1/22,0.417,Internal,Technical and Technology Training,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,80279046
DI SW DM R&D-MOM DA ALM,IT,Siemens Driver's License: Summary,27/1/22,27/1/22,0.083,Internal,Technical and Technology Training,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,80270879
DI SW DM R&D-MOM DA ALM,IT,Siemens Driver's License: Operations security for Admin,26/1/22,27/1/22,0.75,Internal,Technical and Technology Training,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,80270958
DI SW DM R&D-MOM DA ALM,IT,Siemens Driver's License: Resilience and Disaster Recovery,27/1/22,27/1/22,0.267,Internal,Technical and Technology Training,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,80276925
DI SW DM R&D-MOM DA ALM,IT,Siemens Driver's License: Network security for applications,27/1/22,27/1/22,0.417,Internal,Technical and Technology Training,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,80281547
DI SW DM R&D-MOM DA ALM,IT,Siemens Driver's License: Test for Admin,28/1/22,28/1/22,1,Internal,Technical and Technology Training,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,80274440
DI SW DM R&D-MOM DA ALM,IT,Siemens Export Control Essentials,10/3/22,10/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81037712
DI SW DM FND SIT R&D QA,IT,Siemens Export Control Essentials,16/3/22,16/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81195176
DI SW DM FND SIT R&D QA,IT,PSS@MOM General Awareness Training for R&D Team Members - 2022,21/4/22,21/4/22,1,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,CBL100 - My Community Learning/Host,82014084
DI SW DM FND FN SWAC,IT,Siemens Export Control Essentials,17/3/22,17/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81198695
DI SW DM R&D-MOM UX,IT,Our BCG - Our Core - Siemens Business Conduct Guidelines,25/2/22,25/2/22,0.5,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,80732816
DI SW DM R&D-MOM UX,IT,Siemens Export Control Essentials,30/3/22,30/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81346721
DI SW DM FND FN ITA PR,IT,"DM Learning Day - Introduction to MOM: market, portfolio, strategy and organization",21/10/21,21/10/21,0.75,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80579083
DI SW DM FND FN ITA PR,IT,Opcenter Execution Process 4.3 - End of increment demo,17/11/21,17/11/21,2,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,79886471
DI SW DM FND FN ITA PR,IT,DM Learning Day - How the market is influenced by business analysts,20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80702904
DI SW DM FND FN ITA PR,IT,DM Learning Day - Production Management Innovation driven by AI and ML,20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80705693
DI SW DM FND FN ITA PR,IT,DM Learning Day - Knowledge Graph technology and applicability,20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80707265
DI SW DM FND FN ITA PR,IT,DM Learning Day - Introduction to Tecnomatix Plant Simulation,20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80707978
DI SW DM FND FN ITA PR,IT,DM Learning Day - Data Sources in DI SW,20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80708082
DI SW DM FND FN ITA PR,IT,DM Learning Day - The 10% program - Dedicate 10% of your time for building the future products and technologies of the company,20/1/22,20/1/22,0.75,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80710133
DI SW DM FND FN ITA PR,IT,Siemens Export Control Essentials,10/2/22,10/2/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,80483572
DI SW DM FND FN ITA,IT,Company Directives 2021,4/11/21,4/11/21,0.5,Internal,Product Learning,Self-paced learning,WBT - Web-based training,PLM100 - Siemens PLM Software / Learning Center,79665310
DI SW DM FND FN ITA,IT,DM Learning Day - How the market is influenced by business analysts,20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80702926
DI SW DM FND FN ITA,IT,Opcenter Execution Process 4.4 - End of Increment Demo,17/3/22,17/3/22,2.5,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,81725030
DI SW DM FND FN ITA,IT,Siemens Export Control Essentials,5/4/22,5/4/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81776364
DI SW DM BEN&IS GTM RAS,IT,DM Learning Day - SDL - Adding Supply chain & logistics to DM,21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80583693
DI SW DM BEN&IS GTM RAS,IT,DM Learning Day - Trust – How to Make or Break It! Building Trust and Psychological Safety in the Workplace,21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80585356
DI SW DM BEN&IS GTM RAS,IT,Digital Execution,31/10/21,31/10/21,2,Internal,Product Learning,Self-paced learning,WBT - Web-based training,MENDIX10 - Mendix Academy,80430355
DI SW DM BEN&IS GTM RAS,IT,Become a Rapid Developer,1/11/21,2/11/21,24,Internal,Product Learning,Self-paced learning,WBT - Web-based training,MENDIX10 - Mendix Academy,81236059
DI SW DM BEN&IS GTM RAS,IT,Build an App in Mendix Studio,11/11/21,11/11/21,2,Internal,Product Learning,Self-paced learning,WBT - Web-based training,MENDIX10 - Mendix Academy,81236061
DI SW DM BEN&IS GTM RAS,IT,Agile Awareness,12/11/21,12/11/21,3,Internal,Product Learning,Self-paced learning,WBT - Web-based training,MENDIX10 - Mendix Academy,81236060
DI SW DM BEN&IS GTM RAS,IT,DM Learning Day - Quantum Computing without the uncertainty,20/1/22,20/1/22,0.75,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80705530
DI SW DM BEN&IS GTM RAS,IT,Siemens Export Control Essentials,3/3/22,3/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81001939
DI SW DM FND SIT R&D OEE,IT,DM Learning Day - Introduction to Semantic Technology,21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80581387
DI SW DM FND SIT R&D OEE,IT,DM Learning Day - Quantum Computing without the uncertainty,20/1/22,20/1/22,0.75,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80705524
DI SW DM FND SIT R&D OEE,IT,DM Learning Day - Production Management Innovation driven by AI and ML,20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80705715
DI SW DM FND SIT R&D OEE,IT,"DM Learning Day - AWS Guest Speaker : NoSQL , Led by: Leonid Koren",20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80708708
DI SW DM FND SIT R&D OEE,IT,Siemens Export Control Essentials,17/3/22,17/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81201205
DI SW DM R&D-MOM RMS,IT,DAMEX-E,14/1/22,14/1/22,0.45,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,79979823
DI SW DM R&D-MOM RMS,IT,DM Learning Day - How the market is influenced by business analysts,20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80702932
DI SW DM R&D-MOM RMS,IT,Personal Excellence 2: creare abitudini,3/2/22,10/2/22,6,Internal,Business Learning,Blended learning,BLL - Blended learning (less than 50% Instructor-led training),OIT100 - OneLMS Italy,80468771
DI SW DM R&D-MOM RMS,IT,Siemens Export Control Essentials,14/2/22,14/2/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,80606413
DI SW DM FND FN ITA PR,IT,Opcenter Execution Process 4.3 - End of increment demo,17/11/21,17/11/21,2,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,79886496
DI SW DM FND FN ITA PR,IT,DM Learning Day - Guest Speaker: Visual Studio 2022 : Level-up your productivity and testing,20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80702814
DI SW DM FND FN ITA PR,IT,"DM Learning Day - A Growth Mindset, Led by: Timo Nentwich, DI SW CFO",20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80706101
DI SW DM FND FN ITA PR,IT,"DM Learning Day - AWS Guest Speaker : NoSQL , Led by: Leonid Koren",20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80708696
DI SW DM FND FN ITA PR,IT,DM Learning Day - The 12 Agile Principles: What Are They and Do They Still Matter?,20/1/22,20/1/22,1.5,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80711733
